Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,Jubilant HollisterStier LLC,103890,,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Jubilant HollisterStier LLC,103890,,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,2,CBER,,,,,
,Jubilant HollisterStier LLC,103890,,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,3,CBER,,,,,
,Jubilant HollisterStier LLC,103891,,Positive Skin Test Control-Histamine,351(a),6MG/ML,Injection,Percutaneous,Dropper Vial,Rx,Licensed,13-Mar-24, ,N/A,0,Original,1272,1,CBER,,,,,
,Wyeth Pharmaceuticals LLC,103905,prevnar,Pneumococcal 7-valent Conjugate Vaccine (Diphtheria CRM197 Protein),351(a),0.5ML/VIAL,Injection,Intramuscular,Pre-Filled Syringe,Rx,Voluntarily Revoked,17-Feb-00, , ,0,Original,3,1,CBER,,,,,
,GlaxoSmithKline Biologicals,103907,Pediarix,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine",351(a),0.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,13-Dec-02, ,N/A,0,Original,1617,1,CBER,,,,,
,"Genentech, Inc.",103909,TNKase,tenecteplase,351(a),50MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Jun-00,N/A,N/A,,Original,1048,1,CDER,,,,,
,"Genentech, Inc.",103909,TNKase,tenecteplase,351(a),25MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,28-Feb-25,N/A,N/A,5197,Supplement,1048,2,CDER,,,,,
,BTG International Inc.,103910,Digifab,Digoxin Immune Fab (Ovine),351(a),40MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Aug-01, ,N/A,0,Original,1861,1,CBER,,,,,
,Sanofi Pasteur Inc.,103913,,Tetanus Toxoid Adsorbed,351(a),5LF/.5ML,Injection,Intramuscular,Vial,Rx,Voluntarily Revoked,9-Dec-99, , ,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,9-Dec-99, ,N/A,0,Original,1725,2,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),180 UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,23-Dec-09, ,N/A,5240,Supplement,1725,3,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),27UG/0.1,Injection,Intradermal,Syringe,Disc,Licensed,9-May-11, ,N/A,5369,Supplement,1725,4,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,7-Jun-13, ,N/A,5574,Supplement,1725,5,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,7-Jun-13, ,N/A,5574,Supplement,1725,6,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60UG/.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,7-Jun-13, ,N/A,5574,Supplement,1725,7,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),36UG/.5ML,Injection,Intradermal,Pre-Filled Syringe,Disc,Licensed,11-Dec-14, ,N/A,5733,Supplement,1725,8,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),240UG/.7ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,4-Nov-19,N/A, ,6290,Supplement,1725,9,CBER,,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45UG/.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,4-Nov-19,N/A, ,6792,Supplement,1725,10,CBER,,,,,
,Sanofi Pasteur Inc.,103915,Yf-Vax,Yellow Fever Vaccine,351(a),23.7PFU/.5ML,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103915,Yf-Vax,Yellow Fever Vaccine,351(a),4.74PFU/.5ML,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,9-Dec-99, ,N/A,0,Original,1725,2,CBER,,,,,
,Sanofi Pasteur Inc.,103919,,Diphtheria & Tetanus Toxoids Adsorbed,351(a),6.6; 5 UNITS,Injection,Intramuscular,Vial,Rx,Voluntarily Revoked,9-Dec-99, , ,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103921,,Tetanus and Diphtheria Toxoids Adsorbed,351(a),"2.5LF, 5LF, 2.5UG, 8UG/.5ML",Injection,Intramuscular,Pre-Filled Syringe,Rx,Voluntarily Revoked,9-Dec-99, , ,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103921,,Tetanus and Diphtheria Toxoids Adsorbed,351(a),"2.5LF, 5LF, 2.5UG, 8UG/.5ML",Injection,Intramuscular,Single-Dose Vial,Rx,Voluntarily Revoked,9-Dec-99, , ,0,Original,1725,2,CBER,,,,,
,Sanofi Pasteur Inc.,103922,Tripedia,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),"6.7LF, 5LF, 46.8UG/.5ML",Injection,Intramuscular,Vial,Rx,Voluntarily Revoked,9-Dec-99, , ,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103923,Menomune-C,"Meningococcal Polysaccharide Vaccine, Group C",351(a),0.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103924,Menomune-A,"Meningococcal Polysaccharide Vaccine, Group A",351(a),0.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103925,Menomune-A/C,"Meningococcal Polysaccharide Vaccine, Groups A and C Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,Sanofi Pasteur Inc.,103925,Menomune-A/C,"Meningococcal Polysaccharide Vaccine, Groups A and C Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,9-Dec-99, ,N/A,0,Original,1725,2,CBER,,,,,
,Sanofi Pasteur Inc.,103926,Menomune,"Meningococcal Polysaccharide Vaccine, Groups A, C, Y, and W-135 Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,9-Dec-99, ,N/A,0,Original,1725,1,CBER,,,,,
,"Palatin Technologies, Inc.",103928,NeutroSpec,technetium 99m tc fanolesomab,351(a),0.25MG,Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,2-Jul-04,N/A,N/A,,,1588,1,CDER,,,,,
,Sanofi Pasteur SA,103930,Ipol,Poliovirus Vaccine Inactivated,351(a),32/40/8 DAU/.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,1,CBER,,,,,
,Sanofi Pasteur SA,103930,Ipol,Poliovirus Vaccine Inactivated,351(a),32/40/8 DAU/.5ML,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,2,CBER,,,,,
,Sanofi Pasteur SA,103931,Imovax Rabies,Rabies Vaccine,351(a),2.5IU/ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,1,CBER,,,,,
,Sanofi Pasteur SA,103932,Imogam,Rabies Immune Globulin (Human),351(a),150IU/ML,For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,6-Mar-01, ,N/A,5000,Supplement,1724,1,CBER,,,,,
,Sanofi Pasteur SA,103935,"Acthib,Omnihib",Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate),351(a),24UG,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,1,CBER,,,,,
,Sanofi Pasteur SA,103936,Typhim Vi,Typhoid Vi Polysaccharide Vaccine,351(a),50UG/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,1,CBER,,,,,
,Sanofi Pasteur SA,103936,Typhim Vi,Typhoid Vi Polysaccharide Vaccine,351(a),25UG/.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,4-Feb-00, ,N/A,0,Original,1724,2,CBER,,,,,
,Sanofi Pasteur Limited,103937,,Botulism Antitoxin Bivalent (Equine) Types A and B.,351(a),5000IU,Injection,Intravenous,Vial,Rx,Voluntarily Revoked,24-Feb-00, , ,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103940,Poliovax,Poliovirus Vaccine Inactivated (Human Diploid Cell),351(a),0.5ML,Injection,Subcutaneous,Vial,Disc,Licensed,24-Feb-00, ,N/A,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103940,Poliovax,Poliovirus Vaccine Inactivated (Human Diploid Cell),351(a),0.5ML,Injection,Intramuscular,Vial,Disc,Licensed,24-Feb-00, ,N/A,0,Original,1726,2,CBER,,,,,
,Sanofi Pasteur Limited,103941,Tubersol,"Tuberculin, Purified Protein Derivative",351(a),5TU/.1ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,24-Feb-00, ,N/A,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103942,Mycobax,BCG Vaccine,351(a),1.5MG,For Injection,Intradermal,Multi-Dose Vial,Rx,Voluntarily Revoked,24-Feb-00, , ,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103943,TheraCys,BCG Live,351(a),81MG,For Injection,Intravesical,Vial,Rx,Voluntarily Revoked,24-Feb-00, , ,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103944,,Diphtheria & Tetanus Toxoids Adsorbed,351(a),25/LF/5LF/0.5ML,Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,24-Feb-00, ,N/A,0,Original,1726,1,CBER,,,,,
,"ADMA Biologics, Inc.",103945,Nabi-HB,Hepatitis B Immune Globulin (Human),351(a),312IU/ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,23-Oct-01, ,N/A,0,Original,2019,1,CBER,,,,,
,"ADMA Biologics, Inc.",103945,Nabi-HB,Hepatitis B Immune Globulin (Human),351(a),1560IU/5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,23-Oct-01, ,N/A,0,Original,2019,2,CBER,,,,,
,Sanofi-Aventis U.S. LLC,103946,Elitek,rasburicase,351(a),1.5MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,12-Jul-02,N/A,N/A,,Original,1752,1,CDER,,,,,12-Jul-09
,Sanofi-Aventis U.S. LLC,103946,Elitek,rasburicase,351(a),7.5MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Jan-06,N/A,N/A,5020,Supplement,1752,2,CDER,,,,,12-Jul-09
,Genzyme Corporation,103948,Campath ,alemtuzumab,351(a),30MG (10MG/ML),Injection ,Intravenous,Ampule,Disc,Licensed,7-May-01,N/A,N/A,,Original,1596,1,CDER,,,,,7-May-08
,Genzyme Corporation,103948,Lemtrada,alemtuzumab,351(a),12MG/1.2ML (10MG/ML),Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,14-Nov-14,N/A,N/A,5139,Supplement,1596,2,CDER,,,,,7-May-08
,Genzyme Corporation,103948,Campath ,alemtuzumab,351(a),30MG/1ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,12-Oct-04,N/A,N/A,5034,Supplement,1596,3,CDER,,,,,7-May-08
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),50MCG/0.5ML,Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,1,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Sylatron,peginterferon alfa-2b,351(a),200MCG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,29-Mar-11,N/A,N/A,5153,Supplement,2,2,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Sylatron,peginterferon alfa-2b,351(a),300MCG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,29-Mar-11,N/A,N/A,5153,Supplement,2,3,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Sylatron,peginterferon alfa-2b,351(a),600MCG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,29-Mar-11,N/A,N/A,5153,Supplement,2,4,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),50MCG/0.5ML,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,5,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),80MCG/0.5ML,Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,6,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),80MCG/0.5ML,Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,7,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),"
120MCG/0.5ML",Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,8,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),120MCG/0.5ML,Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,9,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),"
150MCG/0.5ML",Injection ,Subcutaneous,Autoinjector,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,10,CDER,,,,,
,Merck Sharp & Dohme LLC,103949,Pegintron,peginterferon alfa-2b,351(a),"
150MCG/0.5ML",Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Jan-01,N/A,N/A,,Original,2,11,CDER,,,,,
,Swedish Orphan Biovitrum AB (publ),103950,Kineret,anakinra,351(a),100MG/0.67ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,14-Nov-01,N/A,N/A,,Original,1859,1,CDER,,,,,18-Dec-27
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,17-Sep-01,N/A,N/A,,Original,1080,1,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,17-Sep-01,N/A,N/A,,Original,1080,2,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,17-Sep-01,N/A,N/A,,Original,1080,3,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,17-Sep-01,N/A,N/A,,Original,1080,4,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),200MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,17-Sep-01,N/A,N/A,,Original,1080,5,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,17-Sep-01,N/A,N/A,,Original,1080,6,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,17-Sep-01,N/A,N/A,,Original,1080,7,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,17-Sep-01,N/A,N/A,,Original,1080,8,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,17-Sep-01,N/A,N/A,,Original,1080,9,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),200MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,17-Sep-01,N/A,N/A,,Original,1080,10,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.75ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,19-Jul-02,N/A,N/A,5001,Supplement,1080,11,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),300MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,19-Jul-02,N/A,N/A,5001,Supplement,1080,12,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,19-Jul-02,N/A,N/A,5001,Supplement,1080,13,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,14,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,15,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,16,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),200MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,17,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),300MCG/0.6ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,18,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,17-Dec-02,N/A,N/A,5022,Supplement,1080,19,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,20,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,21,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Disc,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,22,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,23,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,24,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,25,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,26,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),200MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,27,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),300MCG/0.6ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,28,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Pre-Filled Syringe,Rx,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,29,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.75ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,30,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),300MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,31,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Disc,Licensed,12-Dec-03,N/A,N/A,5055,Supplement,1080,32,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,33,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,34,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,35,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,36,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,37,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),200MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,38,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),300MCG/0.6ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,39,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,40,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,41,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,42,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,43,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,44,CDER,,,,,
,Amgen Inc.,103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection ,"Intravenous, Subcutaneous ",Autoinjector,Disc,Licensed,29-Jun-06,N/A,N/A,5113,Supplement,1080,45,CDER,,,,,
