Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,CSL Behring AG,102367,"Carimune, Carimune Nf, Panglobulin, Sandoglobulin",Immune Globulin Intravenous (Human),351(a),12G,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,27-Jul-00, ,N/A,1055,Supplement,1766,2,CBER,,,,,
,CSL Behring AG,102367,"Carimune, Carimune Nf, Panglobulin, Sandoglobulin",Immune Globulin Intravenous (Human),351(a),3G,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,27-Jul-00, ,N/A,1055,Supplement,1766,3,CBER,,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,1,CBER,,,,,31-Jan-14
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,2,CBER,,,,,31-Jan-14
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,3,CBER,,,,,31-Jan-14
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,4,CBER,,,,,31-Jan-14
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),2000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,26-Jun-14, ,N/A,5400,Supplement,1694,5,CBER,,,,,31-Jan-14
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Jul-81, ,N/A,0,Original,1694,1,CBER,,,,,
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Jul-81, ,N/A,0,Original,1694,2,CBER,,,,,
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Jul-81, ,N/A,0,Original,1694,3,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),10G/50ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,1,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),20G/100ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,2,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),25G/100ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,3,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),2.5G/50ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,4,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),12.5G/50ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,5,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),5G/20ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,6,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),12.5ML/250ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,7,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),25G/500ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Aug-78, ,N/A,0,Original,1694,8,CBER,,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),5G/100ML,Injection,Intravenous,Bag,Disc,Licensed,29-Nov-22,N/A,N/A,5570,Supplement,1694,9,CBER,,,,,
,Merck Teknika LLC,102821,Tice Bcg,BCG Live,351(a),100-800 MIL CFU,For Injection,Intravesical,Single-Dose Vial,Rx,Licensed,21-Jun-89, ,N/A,0,Original,1747,1,CBER,,,,,
,"GenTrac, Inc.",102865,"Thrombin-Jmi, Thrombocoll","Thrombin, Topical (Bovine)",351(a),"20,000IU",Powder,Topical,Vial,Rx,Licensed,3-Feb-86, ,N/A,0,Original,977,1,CBER,,,,,
,"GenTrac, Inc.",102865,"Thrombin-Jmi, Thrombocoll","Thrombin, Topical (Bovine)",351(a),"5,000IU",Powder,Topical,Vial,Rx,Licensed,10-Feb-11, ,N/A,5387,Supplement,977,2,CBER,,,,,
,AbbVie Inc.,103000,Botox Cosmetic,onabotulinumtoxinA,351(a),50UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,9-Dec-91,N/A,N/A,,Original,1889,1,CDER,,,,,20-Jun-26
,AbbVie Inc.,103000,Botox Cosmetic,onabotulinumtoxinA,351(a),100UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,9-Dec-91,N/A,N/A,,Original,1889,2,CDER,,,,,20-Jun-26
,AbbVie Inc.,103000,Botox ,onabotulinumtoxinA,351(a),50UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Disc,Licensed,9-Dec-91,N/A,N/A,,Original,1889,3,CDER,,,,,20-Jun-26
,AbbVie Inc.,103000,Botox ,onabotulinumtoxinA,351(a),100UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Rx,Licensed,9-Dec-91,N/A,N/A,,Original,1889,4,CDER,,,,,20-Jun-26
,AbbVie Inc.,103000,Botox ,onabotulinumtoxinA,351(a),200UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Rx,Licensed,9-Dec-91,N/A,N/A,,Original,1889,5,CDER,,,,,20-Jun-26
,Merck Teknika LLC,103050,,BCG Vaccine,351(a),100-800 MIL CFU,For Injection,Percutaneous,Single-Dose Vial,Rx,Licensed,21-Jun-89, ,N/A,0,Original,1747,1,CBER,,,,,
,"ALK-Abello, Inc.",103051,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-58, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103051,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-58, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103052,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103052,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103052,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,3,CBER,,,,,
,"ALK-Abello, Inc.",103052,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,4,CBER,,,,,
,"ALK-Abello, Inc.",103053,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103053,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103053,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,3,CBER,,,,,
,"ALK-Abello, Inc.",103053,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,4,CBER,,,,,
,"ALK-Abello, Inc.",103054,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103054,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103054,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,3,CBER,,,,,
,"ALK-Abello, Inc.",103054,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,4,CBER,,,,,
,"ALK-Abello, Inc.",103055,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103055,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103055,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,3,CBER,,,,,
,"ALK-Abello, Inc.",103055,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,4,CBER,,,,,
,"ALK-Abello, Inc.",103056,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103056,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103057,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103057,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103058,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103058,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103059,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103059,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103060,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103060,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,"ALK-Abello, Inc.",103061,,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Voluntarily Revoked,29-Sep-50, ,N/A,0,Original,1256,1,CBER,,,,,
,"ALK-Abello, Inc.",103061,,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Voluntarily Revoked,29-Sep-50, ,N/A,0,Original,1256,2,CBER,,,,,
,Baxalta US Inc.,103112,Proplex-T; Bebulin,Factor IX Complex,351(a),200-1200U/20ML,For Injection,Intravenous,Vial,Rx,Voluntarily Revoked,21-Aug-70, , ,0,Original,2020,1,CBER,,,,,
,"Allermed Laboratories, Inc.",103113,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,13-Mar-74, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",103113,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,13-Mar-74, ,N/A,0,Original,467,2,CBER,,,,,
,Bavarian Nordic A/S,103123,Vivotif,Typhoid Vaccine Live Oral Ty21a,351(a),2-6.8 BIL. CFU,Capsule,Oral,Blister Pack,Rx,Licensed,15-Dec-89, ,N/A,0,Original,2096,1,CBER,,,,,
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),3MIU,For Injection,"Intramuscular, Intravenous, Subcutaneous",Single-Dose Vial,Disc,Voluntarily Revoked,4-Jun-86,N/A,N/A,,Original,2,1,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),5MIU,For Injection,"Intramuscular, Intravenous, Subcutaneous",Single-Dose Vial,Disc,Voluntarily Revoked,4-Jun-86,N/A,N/A,,Original,2,2,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),10MIU,For Injection,"Subcutaneous, Intravenous, Intralesional, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,4-Jun-86,N/A,N/A,,Original,2,3,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),25MIU,For Injection,"Intramuscular, Intravenous, Subcutaneous",Multi-Dose Vial,Disc,Voluntarily Revoked,4-Jun-86,N/A,N/A,,Original,2,4,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),18MIU,For Injection,"Intramuscular, Intravenous, Subcutaneous",Multi-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,5,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),50MIU,For Injection,"Intramuscular, Intravenous, Subcutaneous",Single-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,6,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),3MIU,Injection ,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,7,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),5MIU,Injection ,"Intralesional, Intramuscular, Subcutaneous",Single-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,8,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),10MIU,Injection ,"Intralesional, Intramuscular, Subcutaneous",Single-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,9,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),18MIU,Injection ,"Subcutaneous, Intramuscular",Multi-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,10,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),25MIU,Injection ,"Intralesional, Intramuscular, Subcutaneous",Multi-Dose Vial,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,11,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),3MIU,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,12,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),5MIU,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,13,CDER,,,,,21-Nov-95
,Merck Sharp & Dohme LLC,103132,Intron A,interferon alfa-2b,351(a),10MIU,Injection ,Subcutaneous,Pre-Filled Syringe,Disc,Voluntarily Revoked,,N/A,N/A,,Supplement,2,14,CDER,,,,,21-Nov-95
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),0.5G,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,18-Feb-86, ,N/A,0,Original,1898,1,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),1000MG,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,18-Feb-86, ,N/A,0,Original,1898,2,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),2500MG,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,18-Feb-86, ,N/A,0,Original,1898,3,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),500MG,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,18-Feb-86, ,N/A,0,Original,1898,4,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),5000MG,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,18-Feb-86, ,N/A,0,Original,1898,5,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),10G,For Injection,Intravenous,Single-Use Bottle,Rx,Licensed,27-Jul-00, ,N/A,1064,Supplement,1898,6,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),2.5G,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,27-Jul-00, ,N/A,1064,Supplement,1898,7,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),5.0G,For Injection,Intravenous,Single-Use Bottle,Rx,Licensed,27-Jul-00, ,N/A,1064,Supplement,1898,8,CBER,,,,,
,Wellcome Foundation Limited Wellcome Research Laboratories,103141,Digibind,Digoxin Immune Fab (Ovine),351(a),38MG,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,22-Apr-86, ,N/A,0,Original,129,1,CBER,,,,,22-Apr-93
,Hoffmann-La Roche Inc.,103145,Roferon-A,interferon alfa-2a,351(a),3MIU/0.5ML,For Injection,Subcutaneous,Pre-Filled Syringe,Disc,Voluntarily Revoked,4-Jun-86,N/A,N/A,,,136,1,CDER,,,,,
,AIM ImmunoTech Inc.,103158,Alferon N Injection,interferon alfa-n3 (human leukocyte derived),351(a),5MILLION IU/1ML,Injection ,Intravenous,Vial,Disc,Licensed,10-Oct-89,N/A,N/A,,Original,1703,1,CDER,,,,,
,Sanofi Pasteur Limited,103171,Tenivac,Tetanus and Diphtheria Toxoids Adsorbed,351(a),"5LF,2LF/.5ML",Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,3-Nov-03,N/A,N/A,0,Original,1726,1,CBER,,,,,
,Sanofi Pasteur Limited,103171,Tenivac,Tetanus and Diphtheria Toxoids Adsorbed,351(a),"5LF,2LF/.5ML",Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,3-Nov-03, ,N/A,0,Original,1726,2,CBER,,,,,
,"Genentech, Inc.",103172,Activase,alteplase,351(a),50MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Nov-87,N/A,N/A,,Original,1048,1,CDER,,,,,
,"Genentech, Inc.",103172,Activase,alteplase,351(a),100MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,13-Nov-87,N/A,N/A,,Original,1048,2,CDER,,,,,
,"Genentech, Inc.",103172,Cathflo Activase,alteplase,351(a),2MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,4-Sep-01,N/A,N/A,5003,Supplement,1048,3,CDER,,,,,
,Grifols Therapeutics LLC,103174,"prolastin,prolastin-c,prolastin-c liquid",Alpha-1-Proteinase Inhibitor (Human),351(a),1000MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Dec-87, ,N/A,0,Original,1871,1,CBER,,,,,2-Dec-94
,Grifols Therapeutics LLC,103174,"prolastin,prolastin-c,prolastin-c liquid",Alpha-1-Proteinase Inhibitor (Human),351(a),500MG,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,2-Dec-87, ,N/A,0,Original,1871,2,CBER,,,,,2-Dec-94
,Grifols Therapeutics LLC,103174,"prolastin,prolastin-c,prolastin-c liquid",Alpha-1-Proteinase Inhibitor (Human),351(a),1000MG/20ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8-Sep-17, ,N/A,6160,Supplement,1871,3,CBER,,,,,2-Dec-94
,Grifols Therapeutics LLC,103174,"prolastin,prolastin-c,prolastin-c liquid",Alpha-1-Proteinase Inhibitor (Human),351(a),4000MG/80ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-Mar-20, ,N/A,6314,Supplement,1871,4,CBER,,,,,2-Dec-94
,Grifols Therapeutics LLC,103174,"prolastin,prolastin-c,prolastin-c liquid",Alpha-1-Proteinase Inhibitor (Human),351(a),500MG/10ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-Mar-20, ,N/A,6314,Supplement,1871,5,CBER,,,,,2-Dec-94
,Kamada Ltd.,103189,Cytogam,Cytomegalovirus Immune Globulin Intravenous (Human),351(a),2.5G/50ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-Apr-90, ,N/A,0,Original,1826,1,CBER,,,,,4-Oct-05
,Grifols Therapeutics LLC,103196,Thrombate Iii,Antithrombin III (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,30-Dec-91, ,N/A,0,Original,1871,1,CBER,,,,,30-Dec-98
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"10,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,1-Jun-89,N/A,N/A,,Original,1080,1,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"20,000UNITS/2ML (10,000UNITS/ML)",Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,,N/A,N/A,,Supplement,1080,2,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"20,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,,N/A,N/A,,Supplement,1080,3,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"2,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,1-Jun-89,N/A,N/A,,Original,1080,4,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"3,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,1-Jun-89,N/A,N/A,,Original,1080,5,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Procrit,epoetin alfa,351(a),"40,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,,N/A,N/A,,Supplement,1080,6,CDER,,,,,31-Dec-97
,Amgen Inc.,103234,Epogen/Procrit,epoetin alfa,351(a),"4,000UNITS/ML",Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,1-Jun-89,N/A,N/A,,Original,1080,7,CDER,,,,,31-Dec-97
,Merck Sharp & Dohme LLC,103237,Pedvaxhib,Haemophilus b Conjugate Vaccine (Meningococcal Protein Conjugate),351(a),7.5UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,20-Dec-89, ,N/A,0,Original,2,1,CBER,,,,,
,GlaxoSmithKline Biologicals,103239,Engerix-B,Hepatitis B Vaccine (Recombinant),351(a),20UG/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,28-Aug-89, ,N/A,0,Original,1617,1,CBER,,,,,
,GlaxoSmithKline Biologicals,103239,Engerix-B,Hepatitis B Vaccine (Recombinant),351(a),20UG/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,28-Aug-89, ,N/A,0,Original,1617,2,CBER,,,,,
